vibration,temperature,pressure,time_to_failure,vibration_avg,temp_avg,stress_index,vibration_change
9.183071605952605,53.12546538361458,23.348644748658515,39.05329637830005,8.91644107104801,52.89688757570332,1239.1786860075088,-0.14466722186000056
9.787308171118696,90.38126465396839,33.578169067814414,22.149042242366747,9.355738317177194,71.58552279481279,3086.9463112582644,0.6300773324826521
1.3668243029032499,49.869143372419074,38.836890998038,68.76919350473233,6.75694629816359,64.42547426364418,1930.5787344344835,-7.960837441816553
2.4175556110617227,74.67804740397277,37.606060377920315,41.80411312822319,5.69038217807028,67.08727964457921,2806.055426911526,0.5136560790025123
1.6794085107272099,88.2886962087941,29.688023719494094,22.01331750736592,4.9031575559854,71.53527667515671,2664.9447929773705,-0.6104491033067403
5.451774829405232,50.447937737823665,29.115089883384034,75.45948964291345,4.239407554301256,71.18603718397483,1474.2582692541732,3.875731295095286
3.2755808398668615,99.85530256445219,37.89391627734014,89.20232544703386,2.8745171106858263,73.05332821225197,3786.674788522744,-2.8787972889902034
4.3778839846295465,67.92264224541616,22.4395050473083,90.79605345549086,3.4475824935108506,76.55463626269906,1516.0002648666784,1.6575445194621627
9.390159995882385,76.26065951099083,21.286718192660054,20.6501518483443,4.817144695450522,76.73760268912454,1585.0421665014171,4.99752891524582
3.347844844371242,91.74454647855445,39.815551680819134,79.8689859483862,5.118140503854442,77.25071636469109,3670.97264286079,-5.910636172654851
7.436611046671629,56.00535059668019,38.72631822536479,67.82651036646325,5.482142571935273,78.37711050820072,2160.5212536506965,4.226529012309869
9.977074919864046,97.801740164252,28.798013919908925,41.86148718427094,6.851370575692007,78.31142129891973,2829.170918034572,2.6157883801623334
0.89066143671231,60.52746387066832,24.02844216963226,80.78797310132316,6.118621648818342,77.01166087537716,1462.18254143079,-9.226435053340305
3.3836195525624047,85.02002317168564,37.1579147845987,80.07876691677795,4.936170874340978,78.89483051744959,3216.4200841364755,2.5884914221915163
3.002457728925664,70.8683900094537,39.428395266590336,29.57216718759432,4.90048575418113,74.71386114103703,2743.6739786115104,-0.5713244438432338
0.06943187786481811,68.31811233440322,30.148237234110177,13.457755003598406,3.4682076834091538,76.83938166947307,2027.121705262136,-2.499412546281702
1.1604922704197884,81.29799898034663,31.917948715865197,72.86986589540275,1.7408081610718138,73.16441231834925,2549.127427992174,0.817308327788394
6.858576291371654,69.54710575913658,29.459316910461286,99.00641797358308,2.9578230295879897,74.91186698858391,2038.264276449285,5.36240600451735
1.8882305550534542,94.90007340894707,26.87277002138651,44.43022776201873,2.628127603326875,76.54437580997485,2517.907280857081,-4.98310425948592
3.667491572367546,80.71401392994274,30.019741122771986,79.00710992314528,2.775197526668114,78.56847365164994,2409.545140496887,1.8459711680421715
0.9896900121074456,85.88583791137161,30.947011902039367,33.084319612094006,2.9244946320605933,82.51555445897631,2719.9972859053105,-2.549733869406137
8.218612537631566,56.52115482378996,30.239760194469348,79.01246183565277,4.30164262190781,77.63232736260177,1718.505003556813,7.290099408952608
1.7096904141162816,64.7456129872521,29.41916146174559,96.84940077662904,3.229539842884118,76.55444621074594,1880.971430766812,-6.549525580386474
8.40238153209045,66.99835615021894,33.545137346703086,85.42943161439389,4.559192109049978,71.27371378151955,2267.2896256884123,6.877895174928141
8.504547079301894,89.52529280086611,21.080699967206993,88.66592650243578,5.496827920388183,72.95788574902704,1900.1822739020736,0.05615981320379966
3.9598370851860554,76.28767389202856,23.63999599066273,87.70943820214492,6.114856866631891,70.61604944819157,1764.4356006768462,-4.336047308857752
2.2215621346247962,54.59753461345576,36.67751325445693,76.67748415979685,4.951157189709912,70.10681606785148,1972.0514642716416,-1.7795018880167326
7.705972602745654,74.38889107404297,21.871981208645398,42.9185479504568,6.173745859387187,72.22707357333512,1665.5490551307582,5.684141656909328
5.8836119162963145,86.57188497470432,30.84665951556333,109.67100046492097,5.670669803476325,75.95687305336307,2683.951388205674,-1.3022966891237169
0.9738028532435321,51.084927846065035,40.048824144100166,71.52047524333675,4.197999250578478,68.4609414979165,2081.587843143736,-4.504231192654611
8.34403285881342,94.29054572184147,26.10451295320793,66.23128339466182,5.002014903541357,72.38352254879943,2487.6890004852685,6.838611464168793
7.958946965048105,51.63381206605817,23.619535286205483,54.75563404056321,6.16509272924189,71.93604778796,1212.1062061312873,-0.3589438342296525
7.856269925113396,63.19269079646338,35.56149209566947,12.50602970539424,6.191516286437344,69.74197010507946,2286.109013166941,-0.21018377577717723
3.3718276720643403,87.48373900176108,36.03887982103902,57.88268565911468,5.647239664734054,70.27088466913783,3167.919714069186,-4.701861297305791
2.8061181244143505,77.39024696141553,34.798886609163766,107.02246562133996,5.995815683224338,75.5152925143677,2713.0889193654198,-0.3293129178555375
6.135843953398885,50.45050755841608,32.46606497522778,76.55973569323966,5.607535664225999,66.67916383292092,1663.5175267668997,3.2197275421941716
0.16467378270448219,82.54627486924664,32.52785117590339,86.23150988610752,4.031873704823431,72.71340763339461,2679.454480417095,-5.9840891986116125
5.610316625274761,90.13182598373871,31.63059019079761,91.9630530485416,3.604986305197938,78.07123581652145,2855.251871091624,5.5836313225737655
4.927977926068518,73.61609005952987,23.742009265580506,38.13625485688126,3.9081641414141934,75.24233877331919,1781.1665670343975,-0.7111426529311313
1.857854197955013,76.14297609289483,39.520227069312504,101.54873682360108,3.712313146389859,75.06213351892401,3052.583514958796,-2.6587194932470966
8.91223989701839,50.46582097959036,28.722459269920183,34.03800349818659,4.2523977889352205,75.04648355304386,1452.6729038572896,6.733815702930033
4.91634414563954,62.93504032890582,28.54774988946368,24.698661776873312,5.180025979261861,71.09467995662338,1767.4961977896546,-3.987402095451091
3.1172736048860936,73.39210096943731,31.20712398424283,72.60231778901783,4.647120431147338,67.78497524766578,2303.960142503658,-1.8728683458478053
4.896255350461642,93.85784985479826,35.364972068235325,79.24390224699262,4.680237008376792,71.64951364244386,3321.093541991977,2.0705656659507783
4.102210473155218,68.44076014812292,24.15876989018434,51.9568027654561,5.166209382072573,70.06054051771505,1676.7122973929058,-0.7430832135903718
6.8753551404793525,82.6488739937748,37.83332515401562,68.36493797135284,4.751651706617457,76.3402151827393,3133.3680679095064,2.879326247552735
-0.1484138781806452,50.12557126106965,24.360223696639363,106.24576125961312,3.826749798561997,74.0413580438062,1232.944457952878,-6.657730962291789
